Target Distance: 50, Step Size: 2
3591: x, y: 48.8456, 0

3592: x, y: 48.2276, 0

3593: x, y: 48.9116, 0

3594: x, y: 47.2733, 0

3595: x, y: 46.8234, 0

3596: x, y: 46.2054, 0

3597: x, y: 45.2974, 0

3598: x, y: 47.1245, 0

3599: x, y: 48.8018, 0

3600: x, y: 47.1437, 0

3601: x, y: 47.5254, 0

3602: x, y: 48.8894, 0

3603: x, y: 50.8745, 0

3604: x, y: 52.8732, 0

3605: x, y: 54.8365, 0

3606: x, y: 54.4207, 0

3607: x, y: 52.5936, 0

3608: x, y: 54.5161, 0

3609: x, y: 54.7598, 0

3610: x, y: 56.627, 0

3611: x, y: 55.3957, 0

3612: x, y: 53.9094, 0

3613: x, y: 55.4188, 0

3614: x, y: 57.4161, 0

3615: x, y: 56.6026, 0

3616: x, y: 58.5152, 0

3617: x, y: 57.4259, 0

3618: x, y: 56.0366, 0

3619: x, y: 58.0317, 0

3620: x, y: 60.0241, 0

3621: x, y: 60.1984, 0

3622: x, y: 58.206, 0

3623: x, y: 59.0513, 0

3624: x, y: 58.2378, 0

3625: x, y: 59.2378, 0

3626: x, y: 60.4691, 0

3627: x, y: 60.1218, 0

3628: x, y: 60.052, 0

3629: x, y: 58.1114, 0

3630: x, y: 59.8607, 0

3631: x, y: 60.0697, 0

3632: x, y: 61.8968, 0

3633: x, y: 62.4816, 0

3634: x, y: 63.6852, 0

3635: x, y: 64.6852, 0

3636: x, y: 66.5123, 0

3637: x, y: 65.6671, 0

3638: x, y: 66.7269, 0

3639: x, y: 68.4589, 0

3640: x, y: 69.1757, 0

3641: x, y: 67.9721, 0

3642: x, y: 68.9721, 0

3643: x, y: 67.1049, 0

3644: x, y: 68.4432, 0

3645: x, y: 70.3225, 0

3646: x, y: 69.1754, 0

3647: x, y: 68.1453, 0

3648: x, y: 70.094, 0

3649: x, y: 71.8599, 0

3650: x, y: 71.9646, 0

3651: x, y: 73.083, 0

3652: x, y: 71.4057, 0

3653: x, y: 73.4029, 0

3654: x, y: 73.0901, 0

3655: x, y: 75.0824, 0

3656: x, y: 73.3004, 0

3657: x, y: 72.487, 0

3658: x, y: 73.5762, 0

3659: x, y: 75.4172, 0

3660: x, y: 74.4783, 0

3661: x, y: 72.481, 0

3662: x, y: 73.1978, 0

3663: x, y: 71.1978, 0

3664: x, y: 69.5017, 0

3665: x, y: 67.8056, 0

3666: x, y: 66.0735, 0

3667: x, y: 67.7316, 0

3668: x, y: 68.7316, 0

3669: x, y: 70.7304, 0

3670: x, y: 70.3146, 0

3671: x, y: 70.6274, 0

3672: x, y: 70.7321, 0

3673: x, y: 72.0442, 0

3674: x, y: 70.1899, 0

3675: x, y: 68.7756, 0

3676: x, y: 66.9085, 0

3677: x, y: 68.4406, 0

3678: x, y: 69.6992, 0

3679: x, y: 69.0812, 0

3680: x, y: 68.6654, 0

3681: x, y: 67.4898, 0

3682: x, y: 65.9138, 0

3683: x, y: 64.1994, 0

3684: x, y: 64.1645, 0

3685: x, y: 62.3235, 0

3686: x, y: 60.3603, 0

3687: x, y: 62.1729, 0

3688: x, y: 63.5369, 0

3689: x, y: 64.9756, 0

3690: x, y: 66.5076, 0

3691: x, y: 65.8896, 0

3692: x, y: 64.4269, 0

3693: x, y: 63.4269, 0

3694: x, y: 61.5248, 0

3695: x, y: 59.5929, 0

3696: x, y: 60.5319, 0

3697: x, y: 62.3445, 0

3698: x, y: 62.2398, 0

3699: x, y: 62.4489, 0

3700: x, y: 63.2941, 0

3701: x, y: 63.5725, 0

3702: x, y: 62.3688, 0

3703: x, y: 61.5874, 0

3704: x, y: 61.4827, 0

3705: x, y: 62.4827, 0

3706: x, y: 63.4827, 0

3707: x, y: 61.8246, 0

3708: x, y: 62.7636, 0

3709: x, y: 64.6307, 0

3710: x, y: 65.862, 0

3711: x, y: 65.3108, 0

3712: x, y: 66.06, 0

3713: x, y: 64.2329, 0

3714: x, y: 65.0144, 0

3715: x, y: 64.2976, 0

3716: x, y: 65.8519, 0

3717: x, y: 67.51, 0

3718: x, y: 65.5209, 0

3719: x, y: 67.2702, 0

3720: x, y: 69.2189, 0

3721: x, y: 68.1296, 0

3722: x, y: 69.4936, 0

3723: x, y: 67.5915, 0

3724: x, y: 67.6962, 0

3725: x, y: 65.8836, 0

3726: x, y: 65.7441, 0

3727: x, y: 65.0273, 0

3728: x, y: 65.0273, 0

3729: x, y: 65.2711, 0

3730: x, y: 63.4167, 0

3731: x, y: 64.2935, 0

3732: x, y: 65.8477, 0

3733: x, y: 67.7796, 0

3734: x, y: 69.7428, 0

3735: x, y: 68.1248, 0

3736: x, y: 69.7221, 0

3737: x, y: 69.8268, 0

3738: x, y: 69.8966, 0

3739: x, y: 67.9212, 0

3740: x, y: 69.8338, 0

3741: x, y: 69.418, 0

3742: x, y: 67.4329, 0

3743: x, y: 69.3816, 0

3744: x, y: 67.8495, 0

3745: x, y: 66.0085, 0

3746: x, y: 67.9891, 0

3747: x, y: 68.0589, 0

3748: x, y: 67.6772, 0

3749: x, y: 67.6423, 0

3750: x, y: 69.4243, 0

3751: x, y: 68.2488, 0

3752: x, y: 67.6307, 0

3753: x, y: 66.8815, 0

3754: x, y: 64.9689, 0

3755: x, y: 65.4866, 0

3756: x, y: 63.4893, 0

3757: x, y: 65.438, 0

3758: x, y: 67.4368, 0

3759: x, y: 68.5552, 0

3760: x, y: 67.1659, 0

3761: x, y: 66.3524, 0

3762: x, y: 67.7417, 0

3763: x, y: 66.0097, 0

3764: x, y: 67.9902, 0

3765: x, y: 68.575, 0

3766: x, y: 68.0911, 0

3767: x, y: 67.1215, 0

3768: x, y: 67.8055, 0

3769: x, y: 69.0092, 0

3770: x, y: 70.5635, 0

3771: x, y: 69.4163, 0

3772: x, y: 67.9069, 0

3773: x, y: 65.9178, 0

3774: x, y: 67.7722, 0

3775: x, y: 69.3482, 0

3776: x, y: 68.7635, 0

3777: x, y: 69.7331, 0

3778: x, y: 67.8106, 0

3779: x, y: 69.5249, 0

3780: x, y: 70.2741, 0

3781: x, y: 69.8925, 0

3782: x, y: 70.674, 0

3783: x, y: 69.3884, 0

3784: x, y: 68.7373, 0

3785: x, y: 66.7482, 0

3786: x, y: 68.6608, 0

3787: x, y: 70.5152, 0

3788: x, y: 69.101, 0

3789: x, y: 70.942, 0

3790: x, y: 72.4741, 0

3791: x, y: 74.0921, 0

3792: x, y: 75.4814, 0

3793: x, y: 75.6905, 0

3794: x, y: 76.1743, 0

3795: x, y: 76.1045, 0

3796: x, y: 75.7229, 0

3797: x, y: 76.6619, 0

3798: x, y: 78.6251, 0

3799: x, y: 77.5653, 0

3800: x, y: 77.2524, 0

3801: x, y: 79.222, 0

3802: x, y: 80.7314, 0

3803: x, y: 78.8643, 0

3804: x, y: 77.6606, 0

3805: x, y: 79.4265, 0

3806: x, y: 78.2794, 0

3807: x, y: 76.3569, 0

3808: x, y: 74.3572, 0

3809: x, y: 75.6158, 0

3810: x, y: 75.0982, 0

3811: x, y: 75.6829, 0

3812: x, y: 75.7527, 0

3813: x, y: 74.0035, 0

3814: x, y: 74.7849, 0

3815: x, y: 74.0682, 0

3816: x, y: 75.0378, 0

3817: x, y: 76.5699, 0

3818: x, y: 75.1072, 0

3819: x, y: 76.7045, 0

3820: x, y: 76.1197, 0

3821: x, y: 78.1088, 0

3822: x, y: 79.706, 0

3823: x, y: 81.5471, 0

3824: x, y: 83.0791, 0

3825: x, y: 81.8205, 0

3826: x, y: 81.2358, 0

3827: x, y: 80.0044, 0

3828: x, y: 78.2224, 0

3829: x, y: 80.0044, 0

3830: x, y: 81.4431, 0

3831: x, y: 79.8048, 0

3832: x, y: 80.3225, 0

3833: x, y: 82.3148, 0

3834: x, y: 80.6568, 0

3835: x, y: 79.0807, 0

3836: x, y: 81.0731, 0

3837: x, y: 83.0728, 0

3838: x, y: 83.7896, 0

3839: x, y: 82.3509, 0

3840: x, y: 84.2915, 0

3841: x, y: 84.8428, 0

3842: x, y: 85.8124, 0

3843: x, y: 87.7349, 0

3844: x, y: 85.7862, 0

3845: x, y: 87.3622, 0

3846: x, y: 85.7649, 0

3847: x, y: 86.4816, 0

3848: x, y: 88.0997, 0

3849: x, y: 89.586, 0

3850: x, y: 87.6634, 0

3851: x, y: 89.3215, 0

3852: x, y: 88.1459, 0

3853: x, y: 87.1159, 0

3854: x, y: 89.0069, 0

3855: x, y: 87.7483, 0

3856: x, y: 89.6277, 0

3857: x, y: 91.6249, 0

3858: x, y: 93.2222, 0

3859: x, y: 91.7595, 0

3860: x, y: 92.6984, 0

3861: x, y: 94.6738, 0

3862: x, y: 96.2059, 0

3863: x, y: 97.5699, 0

3864: x, y: 99.397, 0

3865: x, y: 99.606, 0

3866: x, y: 100.666, 0

After 3866 steps, the subject has the following location:
x, y: 100.666, 0

 or
mag, ang: 100.666, 0

Average outward distance per step = 0.0260388

Target Distance: 50, Step Size: 2
0: x, y: 0, 0

1: x, y: 0.938943, 0

2: x, y: -0.091133, 0

3: x, y: -0.0562282, 0

4: x, y: 0.561806, 0

5: x, y: 2.47442, 0

6: x, y: 1.95678, 0

7: x, y: 3.44307, 0

8: x, y: 4.99736, 0

9: x, y: 3.85021, 0

10: x, y: 2.91126, 0

11: x, y: 2.84146, 0

12: x, y: 4.49954, 0

13: x, y: 2.53628, 0

14: x, y: 4.0457, 0

15: x, y: 2.08941, 0

16: x, y: 0.157557, 0

17: x, y: -1.10108, 0

18: x, y: 0.361623, 0

19: x, y: -1.29645, 0

20: x, y: 0.659844, 0

21: x, y: 2.5917, 0

22: x, y: 1.56162, 0

23: x, y: 3.07104, 0

24: x, y: 1.10142, 0

25: x, y: -0.407996, 0

26: x, y: 1.5483, 0

27: x, y: 2.57837, 0

28: x, y: 3.72553, 0

29: x, y: 5.03765, 0

30: x, y: 3.03795, 0

31: x, y: 1.19694, 0

32: x, y: 0.747039, 0

33: x, y: 2.6142, 0

34: x, y: 4.46857, 0

35: x, y: 6.45366, 0

36: x, y: 6.31415, 0

37: x, y: 6.34905, 0

38: x, y: 6.45372, 0

39: x, y: 8.35584, 0

40: x, y: 9.53141, 0

41: x, y: 8.59246, 0

42: x, y: 10.515, 0

43: x, y: 11.8006, 0

44: x, y: 11.0838, 0

45: x, y: 9.40649, 0

46: x, y: 7.57939, 0

47: x, y: 5.96136, 0

48: x, y: 4.93128, 0

49: x, y: 3.18204, 0

50: x, y: 5.06143, 0

51: x, y: 3.08605, 0

52: x, y: 3.5699, 0

53: x, y: 2.08361, 0

54: x, y: 0.134867, 0

55: x, y: -1.85752, 0

56: x, y: -0.260251, 0

57: x, y: 0.584985, 0

58: x, y: 0.654784, 0

59: x, y: 0.0367505, 0

60: x, y: -1.72914, 0

61: x, y: 0.268114, 0

62: x, y: 1.77753, 0

63: x, y: 1.88221, 0

64: x, y: 1.26417, 0

65: x, y: 3.07679, 0

66: x, y: 5.07405, 0

67: x, y: 3.14219, 0

68: x, y: 1.32958, 0

69: x, y: 0.0982559, 0

70: x, y: 0.202928, 0

71: x, y: 2.16618, 0

72: x, y: 2.51348, 0

73: x, y: 4.40452, 0

74: x, y: 6.4033, 0

75: x, y: 7.43337, 0

76: x, y: 6.17473, 0

77: x, y: 7.05148, 0

78: x, y: 5.11962, 0

79: x, y: 6.85167, 0

80: x, y: 5.73329, 0

81: x, y: 4.03719, 0

82: x, y: 3.32046, 0

83: x, y: 2.26062, 0

84: x, y: 4.02651, 0

85: x, y: 2.04598, 0

86: x, y: 2.01107, 0

87: x, y: 3.82369, 0

88: x, y: 4.50773, 0

89: x, y: 4.6124, 0

90: x, y: 3.17372, 0

91: x, y: 5.15426, 0

92: x, y: 3.16187, 0

93: x, y: 1.79787, 0

94: x, y: 3.75417, 0

95: x, y: 2.90893, 0

96: x, y: 4.82154, 0

97: x, y: 6.57078, 0

98: x, y: 5.03869, 0

99: x, y: 5.31704, 0

100: x, y: 6.0985, 0

101: x, y: 8.03035, 0

102: x, y: 6.71823, 0

103: x, y: 8.54532, 0

104: x, y: 10.5426, 0

105: x, y: 12.0969, 0

106: x, y: 14.0941, 0

107: x, y: 14.1639, 0

108: x, y: 12.6318, 0

109: x, y: 12.0471, 0

110: x, y: 10.351, 0

111: x, y: 11.4108, 0

112: x, y: 13.4081, 0

113: x, y: 15.4078, 0

114: x, y: 15.4078, 0

115: x, y: 16.253, 0

116: x, y: 15.9747, 0

117: x, y: 15.9747, 0

118: x, y: 13.9747, 0

119: x, y: 14.7882, 0

120: x, y: 16.2976, 0

121: x, y: 14.9083, 0

122: x, y: 14.6992, 0

123: x, y: 14.4901, 0

124: x, y: 14.4203, 0

125: x, y: 16.4094, 0

126: x, y: 17.0274, 0

127: x, y: 18.6247, 0

128: x, y: 19.5943, 0

129: x, y: 17.6053, 0

130: x, y: 19.0195, 0

131: x, y: 17.0876, 0

132: x, y: 17.4349, 0

133: x, y: 16.3165, 0

134: x, y: 16.0037, 0

135: x, y: 14.9736, 0

136: x, y: 13.0942, 0

137: x, y: 11.5621, 0

138: x, y: 12.6514, 0

139: x, y: 11.9674, 0

140: x, y: 12.485, 0

141: x, y: 10.5363, 0

142: x, y: 10.1204, 0

143: x, y: 8.16414, 0

144: x, y: 7.6803, 0

145: x, y: 6.39472, 0

146: x, y: 7.992, 0

147: x, y: 6.992, 0

148: x, y: 8.99078, 0

149: x, y: 7.81521, 0

150: x, y: 6.19717, 0

151: x, y: 7.4285, 0

152: x, y: 9.16055, 0

153: x, y: 7.65113, 0

154: x, y: 6.59129, 0

155: x, y: 8.41838, 0

156: x, y: 7.83364, 0

157: x, y: 7.90344, 0

158: x, y: 6.1542, 0

159: x, y: 8.12957, 0

160: x, y: 6.13231, 0

161: x, y: 4.27795, 0

162: x, y: 5.09142, 0

163: x, y: 6.12149, 0

164: x, y: 4.97434, 0

165: x, y: 3.13333, 0

166: x, y: 4.89923, 0

167: x, y: 6.83108, 0

168: x, y: 6.24634, 0

169: x, y: 7.61033, 0

170: x, y: 7.715, 0

171: x, y: 7.81968, 0

172: x, y: 8.93806, 0

173: x, y: 10.1417, 0

174: x, y: 8.16632, 0

175: x, y: 8.85036, 0

176: x, y: 6.90162, 0

177: x, y: 6.65788, 0

178: x, y: 5.10359, 0

179: x, y: 4.75629, 0

180: x, y: 5.53775, 0

181: x, y: 4.75629, 0

182: x, y: 4.8958, 0

183: x, y: 6.88089, 0

184: x, y: 8.83719, 0

185: x, y: 7.89825, 0

186: x, y: 9.77763, 0

187: x, y: 10.8375, 0

188: x, y: 9.92949, 0

189: x, y: 8.42007, 0

190: x, y: 6.57906, 0

191: x, y: 8.40615, 0

192: x, y: 10.3083, 0

193: x, y: 11.5119, 0

194: x, y: 12.9261, 0

195: x, y: 13.6428, 0

196: x, y: 11.6623, 0

197: x, y: 13.3006, 0

198: x, y: 14.6899, 0

199: x, y: 16.6653, 0

200: x, y: 14.6848, 0

201: x, y: 14.5105, 0

202: x, y: 13.6337, 0

203: x, y: 14.0495, 0

204: x, y: 12.7113, 0

205: x, y: 14.6134, 0

206: x, y: 14.335, 0

207: x, y: 16.0843, 0

208: x, y: 16.5342, 0

209: x, y: 14.667, 0

210: x, y: 14.0159, 0

211: x, y: 13.6686, 0

212: x, y: 14.9272, 0

213: x, y: 13.7236, 0

214: x, y: 11.7263, 0

215: x, y: 10.4677, 0

216: x, y: 10.1204, 0

217: x, y: 9.53566, 0

218: x, y: 7.82133, 0

219: x, y: 9.02496, 0

220: x, y: 9.47486, 0

221: x, y: 11.0929, 0

222: x, y: 11.8744, 0

223: x, y: 13.7415, 0

224: x, y: 15.0002, 0

225: x, y: 16.0002, 0

226: x, y: 17.2315, 0

227: x, y: 18.5955, 0

228: x, y: 19.4407, 0

229: x, y: 17.4602, 0

230: x, y: 17.9778, 0

231: x, y: 16.0868, 0

232: x, y: 18.0355, 0

233: x, y: 17.6539, 0

234: x, y: 19.639, 0

235: x, y: 18.4918, 0

236: x, y: 17.4618, 0

237: x, y: 15.5299, 0

238: x, y: 14.1406, 0

239: x, y: 15.5299, 0

240: x, y: 17.5296, 0

241: x, y: 17.8769, 0

242: x, y: 16.7585, 0

243: x, y: 15.2264, 0

244: x, y: 16.1344, 0

245: x, y: 17.9888, 0

246: x, y: 16.7301, 0

247: x, y: 18.7298, 0

248: x, y: 17.6406, 0

249: x, y: 16.9238, 0

250: x, y: 16.854, 0

251: x, y: 17.0631, 0

252: x, y: 16.4119, 0

253: x, y: 14.4993, 0

254: x, y: 16.2813, 0

255: x, y: 15.1921, 0

256: x, y: 13.2433, 0

257: x, y: 11.2801, 0

258: x, y: 9.33948, 0

259: x, y: 11.2958, 0

260: x, y: 12.8052, 0

261: x, y: 10.8055, 0

262: x, y: 11.0492, 0

263: x, y: 11.9882, 0

264: x, y: 13.4509, 0

265: x, y: 15.3915, 0

266: x, y: 15.0099, 0

267: x, y: 14.1331, 0

268: x, y: 12.1526, 0

269: x, y: 12.2224, 0

270: x, y: 14.0895, 0

271: x, y: 12.7255, 0

272: x, y: 11.44, 0

273: x, y: 9.88568, 0

274: x, y: 8.73853, 0

275: x, y: 10.4878, 0

276: x, y: 8.64676, 0

277: x, y: 9.39597, 0

278: x, y: 8.42635, 0

279: x, y: 6.45097, 0

280: x, y: 4.89668, 0

281: x, y: 6.85994, 0

282: x, y: 4.86268, 0

283: x, y: 3.18534, 0

284: x, y: 2.27736, 0

285: x, y: 0.328615, 0

286: x, y: 1.14209, 0

287: x, y: 2.71811, 0

288: x, y: 3.53158, 0

289: x, y: 5.1076, 0

290: x, y: 7.07086, 0

291: x, y: 6.19412, 0

292: x, y: 5.64284, 0

293: x, y: 7.63797, 0

294: x, y: 6.10588, 0

295: x, y: 5.07581, 0

296: x, y: 6.85782, 0

297: x, y: 8.8566, 0

298: x, y: 9.03091, 0

299: x, y: 8.44617, 0

300: x, y: 9.67749, 0

301: x, y: 10.4267, 0

302: x, y: 12.1588, 0

303: x, y: 10.5407, 0

304: x, y: 12.4428, 0

305: x, y: 10.4941, 0

306: x, y: 10.2504, 0

307: x, y: 8.2531, 0

308: x, y: 9.8914, 0

309: x, y: 11.8139, 0

310: x, y: 12.023, 0

311: x, y: 10.1104, 0

312: x, y: 10.9871, 0

313: x, y: 9.54843, 0

314: x, y: 8.01634, 0

315: x, y: 7.98144, 0

316: x, y: 6.95136, 0

317: x, y: 7.82811, 0

318: x, y: 9.42538, 0

319: x, y: 7.71104, 0

320: x, y: 6.17895, 0

321: x, y: 5.30221, 0

322: x, y: 3.93821, 0

323: x, y: 5.0566, 0

324: x, y: 5.57424, 0

325: x, y: 7.30629, 0

326: x, y: 6.85639, 0

327: x, y: 8.826, 0

328: x, y: 9.76495, 0

329: x, y: 10.3497, 0

330: x, y: 10.7313, 0

331: x, y: 11.2152, 0

332: x, y: 10.7652, 0

333: x, y: 12.7285, 0

334: x, y: 14.0141, 0

335: x, y: 12.2997, 0

336: x, y: 12.2299, 0

337: x, y: 13.3192, 0

338: x, y: 15.3165, 0

339: x, y: 13.3846, 0

340: x, y: 15.2867, 0

341: x, y: 13.3114, 0

342: x, y: 12.2515, 0

343: x, y: 13.6902, 0

344: x, y: 15.6875, 0

345: x, y: 14.2488, 0

346: x, y: 14.4231, 0

347: x, y: 12.6572, 0

348: x, y: 11.5974, 0

349: x, y: 13.0837, 0

350: x, y: 13.1535, 0

351: x, y: 13.7382, 0

352: x, y: 12.7081, 0

353: x, y: 14.1223, 0

354: x, y: 14.0874, 0

355: x, y: 12.2331, 0

356: x, y: 11.7154, 0

357: x, y: 13.0275, 0

358: x, y: 12.6117, 0

359: x, y: 11.3531, 0

360: x, y: 13.2937, 0

361: x, y: 14.2633, 0

362: x, y: 12.3145, 0

363: x, y: 10.3149, 0

364: x, y: 11.8469, 0

365: x, y: 10.0649, 0

366: x, y: 12.05, 0

367: x, y: 13.626, 0

368: x, y: 12.8446, 0

369: x, y: 13.1919, 0

370: x, y: 14.7891, 0

371: x, y: 14.6845, 0

372: x, y: 13.0071, 0

373: x, y: 14.3454, 0

374: x, y: 14.0325, 0

375: x, y: 15.0626, 0

376: x, y: 13.887, 0

377: x, y: 13.4032, 0

378: x, y: 12.3731, 0

379: x, y: 12.4778, 0

380: x, y: 11.3594, 0

381: x, y: 12.0105, 0

382: x, y: 10.9507, 0

383: x, y: 12.4601, 0

384: x, y: 13.3681, 0

385: x, y: 14.4574, 0

386: x, y: 14.839, 0

387: x, y: 16.8341, 0

388: x, y: 15.2161, 0

389: x, y: 15.9975, 0

390: x, y: 14.5589, 0

391: x, y: 15.3081, 0

392: x, y: 17.0042, 0

393: x, y: 18.9893, 0

394: x, y: 17.1349, 0

395: x, y: 16.8566, 0

396: x, y: 17.5733, 0

397: x, y: 18.0909, 0

398: x, y: 17.8126, 0

399: x, y: 19.8016, 0

400: x, y: 21.479, 0

401: x, y: 19.7131, 0

402: x, y: 17.7377, 0

403: x, y: 17.7377, 0

404: x, y: 15.8356, 0

405: x, y: 17.7377, 0

406: x, y: 18.7678, 0

407: x, y: 17.5922, 0

408: x, y: 17.8013, 0

409: x, y: 16.204, 0

410: x, y: 17.2933, 0

411: x, y: 17.7091, 0

412: x, y: 15.807, 0

413: x, y: 17.589, 0

414: x, y: 19.3549, 0

415: x, y: 20.3245, 0

416: x, y: 21.2941, 0

417: x, y: 19.7398, 0

418: x, y: 17.9127, 0

419: x, y: 16.8827, 0

420: x, y: 14.9073, 0

421: x, y: 16.8094, 0

422: x, y: 16.5311, 0

423: x, y: 15.2189, 0

424: x, y: 16.0642, 0

425: x, y: 16.8776, 0

426: x, y: 17.5617, 0

427: x, y: 19.048, 0

428: x, y: 20.412, 0

429: x, y: 19.473, 0

430: x, y: 20.0243, 0

431: x, y: 21.9939, 0

432: x, y: 20.7626, 0

433: x, y: 21.2125, 0

434: x, y: 20.2736, 0

435: x, y: 19.1552, 0

436: x, y: 17.1628, 0

437: x, y: 17.3023, 0

438: x, y: 15.625, 0

439: x, y: 14.3663, 0

440: x, y: 16.2574, 0

441: x, y: 15.3184, 0

442: x, y: 14.4417, 0

443: x, y: 12.8444, 0

444: x, y: 11.726, 0

445: x, y: 12.9016, 0

446: x, y: 13.7468, 0

447: x, y: 13.3652, 0

448: x, y: 14.6773, 0

449: x, y: 15.8809, 0

450: x, y: 14.5427, 0

451: x, y: 12.5439, 0

452: x, y: 11.3967, 0

453: x, y: 11.327, 0

454: x, y: 9.75093, 0

455: x, y: 7.98503, 0

456: x, y: 7.23582, 0

457: x, y: 8.8939, 0

458: x, y: 9.47864, 0

459: x, y: 7.56603, 0

460: x, y: 6.62709, 0

461: x, y: 6.66199, 0

462: x, y: 6.41825, 0

463: x, y: 4.60564, 0

464: x, y: 4.15574, 0

465: x, y: 3.03735, 0

466: x, y: 3.75409, 0

467: x, y: 5.19276, 0

468: x, y: 4.44355, 0

469: x, y: 3.26798, 0

470: x, y: 5.25702, 0

471: x, y: 5.15235, 0

472: x, y: 6.56657, 0

473: x, y: 8.44595, 0

474: x, y: 10.104, 0

475: x, y: 10.4856, 0

476: x, y: 9.73643, 0

477: x, y: 8.27372, 0

478: x, y: 8.27372, 0

479: x, y: 10.0557, 0

480: x, y: 12.0448, 0

481: x, y: 11.6975, 0

482: x, y: 12.6975, 0

483: x, y: 11.1881, 0

484: x, y: 11.638, 0

485: x, y: 13.0766, 0

486: x, y: 14.9037, 0

487: x, y: 13.5397, 0

488: x, y: 11.5834, 0

489: x, y: 10.074, 0

490: x, y: 11.856, 0

491: x, y: 13.8123, 0

492: x, y: 15.2986, 0

493: x, y: 17.178, 0

494: x, y: 15.1783, 0

495: x, y: 13.1811, 0

496: x, y: 11.605, 0

497: x, y: 9.73787, 0

498: x, y: 11.0761, 0

499: x, y: 11.8253, 0

500: x, y: 13.4226, 0

501: x, y: 14.7609, 0

502: x, y: 13.9156, 0

503: x, y: 15.305, 0

504: x, y: 17.2746, 0

505: x, y: 15.294, 0

506: x, y: 16.9323, 0

507: x, y: 18.6284, 0

508: x, y: 20.6257, 0

509: x, y: 18.7131, 0

510: x, y: 20.1758, 0

511: x, y: 20.0363, 0

512: x, y: 21.8022, 0

513: x, y: 23.7509, 0

514: x, y: 23.9947, 0

515: x, y: 24.0993, 0

516: x, y: 26.0844, 0

517: x, y: 27.997, 0

518: x, y: 26.5584, 0

519: x, y: 25.4691, 0

520: x, y: 25.6781, 0

521: x, y: 25.0934, 0

522: x, y: 23.7041, 0

523: x, y: 22.3401, 0

524: x, y: 21.2217, 0

525: x, y: 23.2068, 0

526: x, y: 24.7389, 0

527: x, y: 22.7437, 0

528: x, y: 20.7741, 0

529: x, y: 22.1634, 0

530: x, y: 22.5451, 0

531: x, y: 20.5754, 0

532: x, y: 22.1935, 0

533: x, y: 22.6773, 0

534: x, y: 21.0192, 0

535: x, y: 22.4579, 0

536: x, y: 23.5178, 0

537: x, y: 23.5178, 0

538: x, y: 23.1019, 0

539: x, y: 21.4439, 0

540: x, y: 22.1606, 0

541: x, y: 20.4286, 0

542: x, y: 18.5742, 0

543: x, y: 16.5891, 0

544: x, y: 16.2762, 0

545: x, y: 14.527, 0

546: x, y: 12.5574, 0

547: x, y: 13.7045, 0

548: x, y: 14.1544, 0

549: x, y: 15.2437, 0

550: x, y: 15.1739, 0

551: x, y: 14.9302, 0

552: x, y: 15, 0

553: x, y: 14.7909, 0

554: x, y: 12.8346, 0

555: x, y: 11.7748, 0

556: x, y: 9.83418, 0

557: x, y: 7.90233, 0

558: x, y: 6.12032, 0

559: x, y: 7.77839, 0

560: x, y: 6.74832, 0

561: x, y: 4.80772, 0

562: x, y: 3.41841, 0

563: x, y: 4.23188, 0

564: x, y: 4.57918, 0

565: x, y: 2.6038, 0

566: x, y: 3.6038, 0

567: x, y: 2.29168, 0

568: x, y: 0.316305, 0

569: x, y: 2.30869, 0

570: x, y: 4.1497, 0

571: x, y: 2.29534, 0

572: x, y: 1.38736, 0

573: x, y: 1.35245, 0

574: x, y: 0.352451, 0

575: x, y: 1.52802, 0

576: x, y: 1.87532, 0

577: x, y: 1.94512, 0

578: x, y: 3.54239, 0

